date,optionid,optionsymbol,futuresymbol,expiration,strike,is_call,dte,tau,F_t,F_tp1,mid_t,V_tp1,V_tp1_modeled_flag,iv,delta_model,gamma_model,vega_model,theta_model,log_moneyness,moneyness_std,opt_rel_spread_raw,opt_rel_spread_final,opt_rel_spread_imputed_flag,dh_pnl,y_price,dh_ret
2021-03-09,2012019289,BTC 21H40000P,BTC 21H,2021-03-29,40000.0,0,20,0.0547945205479452,54720.0,56620.0,457.5,22085.0,0,0.951696,-0.06451131191310308,1.0340463734034547e-05,1614.6097414740918,-38.41523532501097,-0.3133498192003587,-1.5503791793390054,0.4262295081967213,0.4262295081967213,0,21750.071492634896,24.374990883955054,47.541139874611794
2021-03-25,2012095747,BTC 21H58000C,BTC 21H,2021-03-29,58000.0,1,4,0.010958904109589041,52195.0,59840.0,17.0,2189.190296363836,1,0.47622,0.01829005797264494,1.7245987156253233e-05,245.2000868833744,-14.596143514364627,0.10545630568615763,1.4452211349455497,,0.24125452352231605,1,2032.3628031629653,24.374990883955054,119.55075312723325
2021-04-27,2012183121,BTC 21J70000C,BTC 21J,2021-05-03,70000.0,1,6,0.01643835616438356,54790.0,55410.0,57.5,2480.0,0,0.945094,0.024926567942802024,8.781549022677296e-06,409.55018167951533,-32.25526851177826,0.24498754649903462,3.5442400851958475,0.43478260869565216,0.43478260869565216,0,2407.0455278754625,24.374990883955054,41.86166135435587
2021-02-09,2011881100,BTC 21G31000P,BTC 21G,2021-03-01,31000.0,0,20,0.0547945205479452,47765.0,44915.0,275.0,18065.0,0,1.188328,-0.04520655088774532,7.160301517239079e-06,1063.7126801236327,-31.600612319742314,-0.43230594923682547,-2.1564259425220533,,1.0909090909090908,1,17661.161329969927,24.374990883955054,64.22240483625428
2021-03-09,2012207994,BTC 21H80000C,BTC 21H,2021-03-29,80000.0,1,20,0.0547945205479452,54720.0,56620.0,365.0,16200.0,0,1.003294,0.06683996767081056,1.0082067226943502e-05,1659.614087512357,-41.62683235856875,0.37979736135958664,1.879145559816942,0.5753424657534246,0.5753424657534246,0,15708.00406142546,24.374990883955054,43.035627565549206
2021-02-09,2012207982,BTC 21G80000C,BTC 21G,2021-03-01,80000.0,1,20,0.0547945205479452,47765.0,44915.0,285.0,16065.0,0,1.253094,0.053527828043720235,7.7710605706816e-06,1217.3645194621042,-38.13641395634821,0.5157334809519099,2.5725786557303416,,0.8571428571428571,1,15932.554309924602,24.374990883955054,55.90369933306878
2020-12-22,2012202810,BTC 20Z21500P,BTC 20Z,2020-12-28,21500.0,0,6,0.01643835616438356,23445.0,23510.0,72.5,3707.5,0,0.523491,-0.09276873042160261,0.00010554211493949718,499.2221798867439,-21.778058933685287,-0.08660431740793256,-1.3600880491784224,1.0344827586206897,1.0344827586206897,0,3641.029967477404,24.374990883955054,50.221102999688334
2021-02-04,2012164345,BTC 21G68000C,BTC 21G,2021-03-01,68000.0,1,25,0.0684931506849315,37915.0,38015.0,207.5,20865.0,0,1.217284,0.04702798667694694,8.130137599802383e-06,974.4489107496911,-23.72333366989337,0.5841608930232078,2.9029618150065657,0.6024096385542169,0.6024096385542169,0,20652.797201332305,24.374990883955054,99.53155277750508
2022-03-01,2013969542,BTC 22H33000P,BTC 22H,2022-03-28,33000.0,0,27,0.07397260273972603,44240.0,43925.0,442.5,11250.0,0,0.84,-0.08116604241291356,1.487049100265846e-05,1808.4467728686518,-28.130832420803856,-0.29312179574759917,-2.151500772962371,0.192090395480226,0.192090395480226,0,10781.932696639933,24.365949596926402,24.365949596926402
2021-02-09,2011881108,BTC 21G35000P,BTC 21G,2021-03-01,35000.0,0,20,0.0547945205479452,47765.0,44915.0,640.0,16435.0,0,1.133115,-0.09595613507472406,1.3439395234522119e-05,1903.7521649335931,-53.928376621010926,-0.31094509223255795,-1.5510544436733427,,1.1111111111111112,1,15521.525015037036,24.25238283599537,24.25238283599537
2023-03-10,2016069091,BTC 23H36500C,BTC 23H,2023-04-03,36500.0,1,24,0.06575342465753424,19965.0,24405.0,2.0,57.5,0,0.782297,0.0018171668869593537,1.4506151634812307e-06,29.742733789555217,-0.48449347711604474,0.6033315200732612,5.28174769084244,,0.8571428571428571,1,47.43177902190047,23.715889510950234,23.715889510950234
2022-05-05,2014218063,BTC 22K31000P,BTC 22K,2022-05-31,31000.0,0,26,0.07123287671232877,36270.0,35925.0,475.0,11685.0,0,0.623167,-0.15209035213441213,3.900111344534437e-05,2277.49298341226,-27.282286242384306,-0.1570037488096648,-1.599263756004327,0.16842105263157894,0.16842105263157894,0,11157.528828513628,23.489534375818167,23.489534375818167
2020-01-16,2010727309,BTC 20F6900P,BTC 20F,2020-02-03,6900.0,0,18,0.049315068493150684,8790.0,8925.0,27.5,655.0,0,0.668991,-0.04417077084301046,7.149535828770906e-05,182.24495420513216,-3.385611491449218,-0.2420933000938719,-2.3266201513182634,0.5454545454545454,0.5454545454545454,0,633.4630540638065,23.03502014777478,23.03502014777478
2023-02-23,2015855193,BTC 23G25500C,BTC 23G,2023-02-27,25500.0,1,4,0.010958904109589041,23920.0,22320.0,3.0,51.5,0,0.271906,0.012771161729423566,4.841289470679388e-05,82.54092268086394,-2.8050475636787953,0.06396352308194939,1.4882386955801046,,0.13955375253549696,1,68.93385876707771,22.977952922359236,22.977952922359236
2021-02-04,2011881145,BTC 21G52000C,BTC 21G,2021-03-01,52000.0,1,25,0.0684931506849315,37915.0,38015.0,845.0,20195.0,0,1.087665,0.16665976474661667,2.314911121111308e-05,2479.1267975300652,-53.92803136737877,0.31589690642852847,1.5698357555138285,0.17751479289940827,0.17751479289940827,0,19333.334023525338,22.879685234941228,22.879685234941228
2020-06-25,2011282084,BTC 20M9600C,BTC 20M,2020-06-29,9600.0,1,4,0.010958904109589041,9280.0,9355.0,9.5,232.5,0,0.241807,0.09231792449355697,0.0007044483067878956,160.76114023922415,-4.859121472231676,0.033901551675681416,1.174615669602355,1.368421052631579,1.368421052631579,0,216.07615566298324,22.74485849084034,22.74485849084034
2020-08-21,2010945712,BTC 20Q14000C,BTC 20Q,2020-08-31,14000.0,1,10,0.0273972602739726,11695.0,11770.0,18.0,417.5,0,0.602372,0.03967822936511037,7.341818140083747e-05,165.72040533671068,-4.991232079154942,0.17989592957911618,2.7651474634861453,,0.31007751937984496,1,396.52413279761674,22.029118488756485,22.029118488756485
2022-02-03,2013804727,BTC 22G50000C,BTC 22G,2022-02-28,50000.0,1,25,0.0684931506849315,36265.0,40640.0,107.5,2645.0,0,0.666253,0.039650322024611044,1.3530756100021393e-05,812.0518331588393,-10.820509220088212,0.32116991661277033,2.614062484013574,0.6046511627906976,0.6046511627906976,0,2364.029841142327,21.99097526644025,21.99097526644025
2021-10-28,2013848359,BTC 21V65300C,BTC 21V,2021-11-01,65300.0,1,4,0.010958904109589041,61335.0,61149.26,55.0,1250.0,0,0.370435,0.05524883088872817,4.693666450224245e-05,716.8166813915716,-33.191673079172865,0.06264139379767011,1.2101976932971152,,1.1529411764705881,1,1205.2619178492723,21.913853051804953,21.913853051804953
2021-01-28,2011734205,BTC 21F36000C,BTC 21F,2021-02-01,36000.0,1,4,0.010958904109589041,32650.0,37242.3,57.5,1522.7660005002035,1,0.560315,0.05093414321272472,5.465304601202515e-05,357.7503924316945,-25.056570056197124,0.0976740827336699,1.2229067862007916,1.3043478260869565,1.3043478260869565,0,1231.3611346244077,21.414976254337525,21.414976254337525
2022-01-21,2013651694,BTC 22F31000P,BTC 22F,2022-01-31,31000.0,0,10,0.0273972602739726,38180.0,37220.0,262.5,5880.0,0,0.788311,-0.04827412778663953,2.0129632037077785e-05,633.7418781150324,-24.97914083138027,-0.2083246138124553,-2.5367964268451515,0.4380952380952381,0.4380952380952381,0,5571.1568373248265,21.22345461838029,21.22345461838029
2022-05-27,2014410501,BTC 22M22000P,BTC 22M,2022-06-27,22000.0,0,31,0.08493150684931507,29042.23,31650.0,505.0,10810.0,0,0.886819,-0.11426622796814873,2.5737742654979076e-05,1635.0618812053567,-23.377149650443727,-0.2777085242836385,-1.8248123621679928,0.15841584158415842,0.15841584158415842,0,10602.9800413085,20.99600008179901,20.99600008179901
2022-04-19,2014123918,BTC 22J48000C,BTC 22J,2022-05-02,48000.0,1,13,0.03561643835616438,41520.0,41235.0,75.0,1627.5,0,0.464678,0.05370508575203598,2.9980469963966886e-05,855.3733700041682,-15.286816520812481,0.1450257720502578,1.575705750599135,0.8,0.8,0,1567.8059494393303,20.904079325857737,20.904079325857737
2023-08-24,2016225662,BTC 23Q25000P,BTC 23Q,2023-08-28,25000.0,0,4,0.010958904109589041,25995.0,26003.36,24.5,535.0,0,0.275875,-0.08594428796456909,0.00020896732929457312,426.9111608575173,-14.717408554979476,-0.03902838696747837,-1.3186243013702723,1.2653061224489797,1.2653061224489797,0,511.21849424738383,20.866060989689135,20.866060989689135
2020-06-18,2011314224,BTC 20M14500C,BTC 20M,2020-06-29,14500.0,1,11,0.030136986301369864,9410.0,9315.0,5.0,107.5,0,1.021438,0.00939382406092557,1.5123398090259581e-05,41.223082392081906,-1.9139341634995801,0.4323756958292404,6.60745611450979,,0.5577777777777778,1,103.39241328578792,20.678482657157584,20.678482657157584
2021-02-05,2012519717,BTC 21G48800C,BTC 21G,2021-03-01,48800.0,1,24,0.06575342465753424,38015.0,44755.0,995.0,22715.0,0,1.012199,0.20257336750063,2.8592044855830584e-05,2750.0430173662808,-57.990929593010364,0.24974949417870146,1.2584899206369595,0.18090452261306533,0.18090452261306533,0,20354.655503045753,20.456940204066083,20.456940204066083
2020-05-19,2011268590,BTC 20K11500C,BTC 20K,2020-06-01,11500.0,1,13,0.03561643835616438,9680.0,9570.0,107.5,2285.0,0,0.810765,0.14697955399660056,0.00015529107730781315,420.18708300566544,-13.102691864924612,0.17228513408071883,1.5538018105518365,0.23255813953488372,0.23255813953488372,0,2193.667750939626,20.406211636647683,20.406211636647683
2021-02-23,2012520910,BTC 21G59500C,BTC 21G,2021-03-01,59500.0,1,6,0.01643835616438356,47660.0,49135.0,147.5,3242.5,0,1.066349,0.0600252824198506,1.8287570753215448e-05,728.1516657310907,-64.70527288054429,0.22188384088098795,2.037132338267998,1.11864406779661,1.11864406779661,0,3006.4627084307203,20.38279802325912,20.38279802325912
2023-03-10,2015256243,BTC 23H35000C,BTC 23H,2023-04-03,35000.0,1,24,0.06575342465753424,19965.0,24405.0,3.0,75.0,0,0.760869,0.002712327288185131,2.1440425877286115e-06,42.756318542694125,-0.6773752148791188,0.561367320974229,4.914380324286733,1.3333333333333333,1.3333333333333333,0,59.95726684045802,19.985755613486006,19.985755613486006
2022-06-13,2014611647,BTC 22M32500C,BTC 22M,2022-06-27,32500.0,1,14,0.038356164383561646,23110.0,22125.0,60.0,1202.5,0,0.93242,0.03786384254058018,1.9526008876172105e-05,372.9581697683146,-12.418573342258073,0.3409746650494025,3.705031046760143,,0.31007751937984496,1,1179.7958849024715,19.663264748374523,19.663264748374523
2022-08-19,2014680227,BTC 22Q22000C,BTC 22Q,2022-08-29,22000.0,1,10,0.0273972602739726,21230.0,20965.0,472.5,9640.0,0,0.573615,0.3713123769245061,0.00018745045837942578,1327.743335574279,-38.050065496857606,0.035627177643151035,0.570672542648839,0.13756613756613756,0.13756613756613756,0,9265.897779884994,19.610365671714273,19.610365671714273
2023-03-30,2015990642,BTC 23H24000P,BTC 23H,2023-04-03,24000.0,0,4,0.010958904109589041,27965.0,28476.5,13.0,257.5,0,0.702179,-0.017128793423051167,2.0640470140947907e-05,124.21218354707153,-10.900681737993859,-0.15289989792560563,-2.965094293823698,,0.8070175438596491,1,253.26137783589067,19.48164444891467,19.48164444891467
2022-02-28,2014611190,BTC 22H33500P,BTC 22H,2022-03-28,33500.0,0,28,0.07671232876712329,42000.0,44240.0,640.0,12820.0,0,0.780135,-0.12413260814544445,2.25729119775063e-05,2382.9838458020986,-33.19646265833197,-0.2261241794523475,-1.6294127413441344,0.140625,0.140625,0,12458.057042245795,19.465714128509056,19.465714128509056
2022-02-03,2013804721,BTC 22G47000C,BTC 22G,2022-02-28,47000.0,1,25,0.0684931506849315,36265.0,40640.0,192.5,4195.0,0,0.627404,0.06718819881629419,2.184626030017195e-05,1234.658626140544,-15.49236911241914,0.25929451289468286,2.110446911146389,0.38961038961038963,0.38961038961038963,0,3708.551630178713,19.26520327365565,19.26520327365565
2021-10-15,2013146347,BTC 21V51000P,BTC 21V,2021-11-01,51000.0,0,17,0.04657534246575343,62075.0,61650.0,640.0,12935.0,0,0.849143,-0.12221046179014204,1.7812122838681096e-05,2714.4761405988597,-67.79246218654987,-0.19651769866990454,-1.4503309198477832,0.296875,0.296875,0,12243.06055373919,19.129782115217484,19.129782115217484
2022-06-06,2014611661,BTC 22M39500C,BTC 22M,2022-06-27,39500.0,1,21,0.057534246575342465,31490.0,31045.0,115.0,2250.0,0,0.589637,0.06277216364202509,2.7704841596245968e-05,931.9919277992825,-13.081754642484539,0.22663063679414294,2.041871244231728,0.5217391304347826,0.5217391304347826,0,2162.933612820701,18.80811837235392,18.80811837235392
2023-03-10,2016068820,BTC 23H35500C,BTC 23H,2023-04-03,35500.0,1,24,0.06575342465753424,19965.0,24405.0,3.0,67.5,0,0.750193,0.0018856037635391685,1.5643959215961769e-06,30.759317068613363,-0.48048874366050054,0.5755519559661854,5.038556934693415,1.3333333333333333,1.3333333333333333,0,56.127919289886094,18.70930642996203,18.70930642996203
2020-05-22,2010722050,BTC 20K7000P,BTC 20K,2020-06-01,7000.0,0,10,0.0273972602739726,9175.0,8785.0,31.5,637.5,0,1.004844,-0.04363710404001797,6.059322777486376e-05,140.4242176097871,-7.055189844557839,-0.2705722448853206,-2.6888337136274916,0.5396825396825397,0.5396825396825397,0,588.981529424393,18.69782633093311,18.69782633093311
2020-03-11,2010825926,BTC 20H10400C,BTC 20H,2020-03-30,10400.0,1,19,0.052054794520547946,7855.0,6010.0,25.0,400.0,0,0.711905,0.04978026809108267,8.054377542083916e-05,184.16501865982127,-3.4494228831795892,0.28065553443974256,2.6561292644367547,0.8,0.8,0,466.8445946280475,18.6737837851219,18.6737837851219
2022-11-21,2015116999,BTC 22X17000C,BTC 22X,2022-11-28,17000.0,1,7,0.019178082191780823,15690.0,16055.0,150.0,3001.92,0,0.650088,0.1987116828609313,0.0001973720775749893,605.7716224090398,-28.113303372304177,0.08018977731127479,0.688456003505201,,0.926829268292683,1,2779.39023575576,18.52926823837173,18.52926823837173
2023-05-25,2016203462,BTC 23K26500P,BTC 23K,2023-05-30,26500.0,0,5,0.0136986301369863,26470.0,26750.93,185.0,3425.0,0,0.161549,-0.5197589764641805,0.0007955353738630899,1233.5273751754737,-19.897707753763545,0.001132716753166676,0.029008707900740286,0.32432432432432434,0.32432432432432434,0,3386.0158892580826,18.30278859058423,18.30278859058423
2023-01-11,2015393866,BTC 23F25000C,BTC 23F,2023-01-30,25000.0,1,19,0.052054794520547946,17615.0,19155.0,2.0,43.0,0,0.548343,0.003102183946166727,4.2778162061122264e-06,37.887893218360155,-0.5464897035559112,0.3501250130749997,4.141432897539377,,0.27238885517965206,1,36.22263672290324,18.11131836145162,18.11131836145162
2020-09-21,2011733897,BTC 20U12700C,BTC 20U,2020-09-28,12700.0,1,7,0.019178082191780823,10485.0,10495.0,11.0,210.0,0,0.709839,0.028682196784899514,6.359809592234736e-05,95.18006898967256,-4.8258705325861975,0.19165632911066233,3.4352515148506386,,0.35379061371841153,1,198.713178032151,18.064834366559182,18.064834366559182
2022-05-03,2014218063,BTC 22K31000P,BTC 22K,2022-05-31,31000.0,0,28,0.07671232876712329,37635.0,39900.0,422.5,7785.0,0,0.640478,-0.11857249028477067,2.9709260037130856e-05,2067.497815155347,-23.642740980645343,-0.19394726400134912,-1.8982542887008207,0.15384615384615385,0.15384615384615385,0,7631.066690495006,18.06169630886392,18.06169630886392
2021-02-03,2011881139,BTC 21G50000C,BTC 21G,2021-03-01,50000.0,1,26,0.07123287671232877,37390.0,37915.0,937.5,17865.0,0,1.052134,0.18550938446237686,2.5466139094641773e-05,2668.2442108735304,-53.985705925958726,0.29061971643912365,1.4135937648308785,0.18666666666666668,0.18666666666666668,0,16830.107573157253,17.95211474470107,17.95211474470107
2022-01-10,2013651682,BTC 22F27000P,BTC 22F,2022-01-31,27000.0,0,21,0.057534246575342465,41745.0,42805.0,70.0,1302.5,0,0.915608,-0.01813471151744826,4.859284302987829e-06,446.0846187840781,-9.724640594338979,-0.4357428176416348,-2.9998346988396287,0.7142857142857143,0.7142857142857143,0,1251.722794208495,17.881754202978502,17.881754202978502
2023-02-23,2015855186,BTC 23G23000P,BTC 23G,2023-02-27,23000.0,0,4,0.010958904109589041,23920.0,22320.0,32.5,697.5611486104748,1,0.236493,-0.05515085429721352,0.00018823451816707976,279.13033363588,-8.249801152814562,-0.03922071315328127,-0.9125479675060739,1.6923076923076923,1.6923076923076923,0,576.8197817349331,17.748300976459483,17.748300976459483
2021-06-23,2012456412,BTC 21M31000P,BTC 21M,2021-06-28,31000.0,0,5,0.0136986301369863,32900.0,34805.0,285.0,4770.0,0,0.653324,-0.20720049456546497,0.00011365682848974901,1101.0146086305867,-71.93150900573744,-0.05948545328618,-0.8063424762597854,0.3508771929824561,0.3508771929824561,0,4879.716942147211,17.121813832095476,17.121813832095476
2022-05-05,2014218102,BTC 22K50000C,BTC 22K,2022-05-31,50000.0,1,26,0.07123287671232877,36270.0,35925.0,65.0,1157.5,0,0.612671,0.029934150509928547,1.1450607036091748e-05,657.4026182924706,-7.7441993814806525,0.321032052133335,3.2700806788693035,0.9230769230769231,0.9230769230769231,0,1102.8272819259253,16.966573568091157,16.966573568091157
2021-02-05,2011881104,BTC 21G33000P,BTC 21G,2021-03-01,33000.0,0,24,0.06575342465753424,38015.0,44755.0,1485.0,25005.0,0,0.956456,-0.2421283747945038,3.350320890356442e-05,3044.947212905745,-60.67329546148777,-0.14147325721391973,-0.712885000343602,0.12794612794612795,0.12794612794612795,0,25151.945246114956,16.937336866070677,16.937336866070677
2021-06-16,2012940713,BTC 21M48200C,BTC 21M,2021-06-28,48200.0,1,12,0.03287671232876712,38565.0,37665.0,185.0,3240.0,0,0.832166,0.08037267426294492,2.563835199853673e-05,1043.2181313202043,-36.17205601550663,0.22301389167059218,2.105342677610044,0.5405405405405406,0.5405405405405406,0,3127.3354068366502,16.90451571263054,16.90451571263054
2022-05-02,2014218065,BTC 22K32000P,BTC 22K,2022-05-31,32000.0,0,29,0.07945205479452055,38540.0,37635.0,490.0,8855.0,0,0.61975,-0.12465932900015354,3.051533734676055e-05,2231.8410690819646,-23.84429172277602,-0.1859607601864938,-1.7962071822569832,0.2653061224489796,0.2653061224489796,0,8252.183307254862,16.841190422969106,16.841190422969106
2020-08-12,2010940564,BTC 20Q8000P,BTC 20Q,2020-08-31,8000.0,0,19,0.052054794520547946,11665.0,11590.0,50.0,880.0,0,1.022087,-0.041463949227627125,3.261640695836778e-05,236.1316514444602,-6.351115951764793,-0.3771513637935573,-3.857053507315199,,1.4444444444444444,1,826.890203807928,16.537804076158558,16.537804076158558
2020-05-19,2011131455,BTC 20K6400P,BTC 20K,2020-06-01,6400.0,0,13,0.03561643835616438,9680.0,9570.0,32.5,567.5,0,1.290832,-0.03435815307806524,3.2272932090517276e-05,139.03026472921863,-6.9024506690291,-0.41376391092285947,-3.7316458983149046,0.46153846153846156,0.46153846153846156,0,531.2206031614128,16.34524932804347,16.34524932804347
2022-05-23,2014611458,BTC 22K27500P,BTC 22K,2022-05-31,27500.0,0,8,0.021917808219178082,29015.0,29305.0,355.0,6060.0,0,0.592511,-0.2561234836185388,0.00012644387709736477,1382.4088128289895,-51.184515078292186,-0.053626932970046046,-0.6877025955827321,0.22535211267605634,0.22535211267605634,0,5779.275810249376,16.279650169716554,16.279650169716554
2021-10-21,2013651050,BTC 21V33600P,BTC 21V,2021-11-01,33600.0,0,11,0.030136986301369864,62910.0,61080.0,15.0,262.5,0,1.378695,-0.003070939991981861,6.205652724770168e-07,102.0457354393525,-6.394985181144433,-0.6271790666127797,-6.371445728758352,,0.14790996784565916,1,241.8801798146732,16.125345320978212,16.125345320978212
2023-05-25,2016197100,BTC 23K25500P,BTC 23K,2023-05-30,25500.0,0,5,0.0136986301369863,26470.0,26750.93,35.0,570.0,0,0.24738,-0.09606681137805989,0.0002223138604434795,527.8568330932025,-13.053270574455333,-0.03733356407462945,-0.9561070339136556,0.5714285714285714,0.5714285714285714,0,561.9880493204384,16.056801409155383,16.056801409155383
2023-03-10,2016054324,BTC 23H32000C,BTC 23H,2023-04-03,32000.0,1,24,0.06575342465753424,19965.0,24405.0,7.0,142.5,0,0.699609,0.005526434575173553,4.411694787225042e-06,80.89428732123119,-1.178301618652729,0.47175516228454195,4.129888222542756,0.8571428571428571,0.8571428571428571,0,110.96263048622943,15.851804355175632,15.851804355175632
2021-02-11,2011881112,BTC 21G37000P,BTC 21G,2021-03-01,37000.0,0,18,0.049315068493150684,47525.0,48040.0,1020.0,17080.0,0,1.164618,-0.13625887404279743,1.7777014568846884e-05,2306.0367186365725,-74.59987096955567,-0.2503379757302684,-1.2997043201159444,0.18627450980392157,0.18627450980392157,0,16130.17332013204,15.813895411894157,15.813895411894157
2023-03-10,2016055237,BTC 23H33000C,BTC 23H,2023-04-03,33000.0,1,24,0.06575342465753424,19965.0,24405.0,5.5,112.5,0,0.725362,0.004530101861176788,3.5646331752196842e-06,67.7683093406541,-1.0234717692765043,0.5025268209512956,4.399272684814481,0.9090909090909091,0.9090909090909091,0,86.88634773637506,15.79751777025001,15.79751777025001
2020-08-11,2011565734,BTC 20Q7800P,BTC 20Q,2020-08-31,7800.0,0,20,0.0547945205479452,11435.0,11665.0,75.0,1225.0,0,1.106241,-0.05404622376445834,3.7051011696407347e-05,293.669802157033,-8.121533905766288,-0.38255509377919844,-3.8348858522516296,,0.31007751937984496,1,1162.4306314658254,15.499075086211006,15.499075086211006
2023-06-29,2016023373,BTC 23M34000C,BTC 23M,2023-07-03,34000.0,1,4,0.010958904109589041,30550.0,30128.51,5.0,77.5,0,0.439132,0.010591225017774958,1.9950974473910538e-05,89.60840657789603,-4.918046729873631,0.10699583899855698,2.9608521543594395,,0.5753424657534246,1,76.96409543274198,15.392819086548396,15.392819086548396
2021-10-22,2013146357,BTC 21V56000P,BTC 21V,2021-11-01,56000.0,0,10,0.0273972602739726,61080.0,62725.0,875.0,13985.0,0,0.681372,-0.204310968676761,4.1162448467085824e-05,2866.7556374351975,-97.66520726389749,-0.08683278961528243,-0.9264019339616019,0.21714285714285714,0.21714285714285714,0,13446.091543473272,15.366961763969455,15.366961763969455
2023-03-10,2016056660,BTC 23H31000C,BTC 23H,2023-04-03,31000.0,1,24,0.06575342465753424,19965.0,24405.0,9.0,180.0,0,0.679663,0.007371734878523606,5.859870720161209e-06,104.38513788002578,-1.4770595311336852,0.44000646396996157,3.8519504579288237,0.8888888888888888,0.8888888888888888,0,138.2694971393552,15.363277459928355,15.363277459928355
2021-08-10,2012797790,BTC 21Q27000P,BTC 21Q,2021-08-30,27000.0,0,20,0.0547945205479452,45495.0,46455.0,102.5,1650.0,0,1.171995,-0.020722311409469625,3.997680459171896e-06,531.3715596547216,-15.568976437325071,-0.5217655638043251,-3.1794707790867758,0.8292682926829268,0.8292682926829268,0,1567.3934189530908,15.291643111737471,15.291643111737471
2023-03-10,2016055723,BTC 23H31500C,BTC 23H,2023-04-03,31500.0,1,24,0.06575342465753424,19965.0,24405.0,8.0,157.5,0,0.690663,0.006435342370817773,5.114691865866541e-06,92.5854350998291,-1.3313220507605326,0.4560068053164027,3.992022314192847,0.75,0.75,0,120.92707987356908,15.115884984196136,15.115884984196136
2020-03-10,2010729681,BTC 20H10000C,BTC 20H,2020-03-30,10000.0,1,20,0.0547945205479452,7995.0,7855.0,50.0,790.0,0,0.675505,0.09070514664985982,0.0001291797042022036,305.63066127268183,-5.159855556727183,0.22376874670812816,2.040444479212846,0.4,0.4,0,752.6987205309804,15.053974410619608,15.053974410619608
2021-03-22,2012019289,BTC 21H40000P,BTC 21H,2021-03-29,40000.0,0,7,0.019178082191780823,55605.0,54985.0,45.0,730.0,0,1.122923,-0.01404833901452776,4.139351366192562e-06,275.6227971058721,-22.107357542139052,-0.3293936711568689,-3.0275762150116514,,0.251713354181915,1,676.2900298109928,15.028667329133173,15.028667329133173
2022-02-28,2014647139,BTC 22H35250P,BTC 22H,2022-03-28,35250.0,0,28,0.07671232876712329,42000.0,44240.0,900.0,13925.0,0,0.742817,-0.16991952851935208,2.9275944109428484e-05,2942.771161752171,-39.03346550016895,-0.17520408902509063,-1.2624911483790948,0.1111111111111111,0.1111111111111111,0,13405.619743883348,14.895133048759275,14.895133048759275
2021-04-29,2012690572,BTC 21J57800C,BTC 21J,2021-05-03,57800.0,1,4,0.010958904109589041,52900.0,57765.0,50.0,1012.3428001532295,1,0.492773,0.04537534615593797,3.4967464580020415e-05,528.4324981930934,-32.54964473027201,0.08858543681407809,1.7362048009269297,,0.31007751937984496,1,741.5917411045913,14.831834822091826,14.831834822091826
2021-04-21,2012183054,BTC 21J39000P,BTC 21J,2021-05-03,39000.0,0,12,0.03287671232876712,55610.0,52860.0,110.0,1812.5,0,1.086261,-0.028725211047143498,5.992192951170236e-06,661.7807779047408,-29.952741448718058,-0.35480139506982616,-3.6877506439562326,1.0,1.0,0,1623.5056696203553,14.759142451094139,14.759142451094139
2020-08-11,2011565986,BTC 20Q7900P,BTC 20Q,2020-08-31,7900.0,0,20,0.0547945205479452,11435.0,11665.0,80.0,1240.0,0,1.092554,-0.05775284020088396,3.9530668326453725e-05,309.4471856892727,-8.451974829891785,-0.3698160680017686,-3.707184743261741,,0.31007751937984496,1,1173.2831532462033,14.66603941557754,14.66603941557754
2021-09-07,2013448850,BTC 21U31400P,BTC 21U,2021-09-27,31400.0,0,20,0.0547945205479452,46780.0,46520.0,245.0,3845.0,0,1.07374,-0.043471146233963046,7.840025470158414e-06,1009.4252682199451,-27.09619211409513,-0.39864786824182524,-2.6593056767163517,0.4489795918367347,0.4489795918367347,0,3588.69750197917,14.647744906037428,14.647744906037428
2022-03-01,2013969550,BTC 22H37000P,BTC 22H,2022-03-28,37000.0,0,27,0.07397260273972603,44240.0,43925.0,942.5,14745.0,0,0.757459,-0.16589673080561398,2.7331715535944037e-05,2997.2789143745235,-42.04167411630024,-0.17871144456985488,-1.3117339505532624,0.11140583554376658,0.11140583554376658,0,13750.24252979623,14.58911674248937,14.58911674248937
2020-08-20,2011564492,BTC 20Q8900P,BTC 20Q,2020-08-31,8900.0,0,11,0.030136986301369864,11895.0,11695.0,28.0,440.0,0,0.957964,-0.03382194129807428,3.7977621869033745e-05,155.13352765263102,-6.755052422592474,-0.2900668670168269,-4.122985927771978,,0.31007751937984496,1,405.23561174038514,14.47270041929947,14.47270041929947
2023-03-10,2016045202,BTC 23H30500C,BTC 23H,2023-04-03,30500.0,1,24,0.06575342465753424,19965.0,24405.0,10.5,202.5,0,0.675154,0.009084310062303409,7.087208586981973e-06,125.41083695275555,-1.7627459459251755,0.42374594309818125,3.709600910940143,0.8571428571428571,0.8571428571428571,0,151.66566332337285,14.444348887940272,14.444348887940272
2022-09-29,2014831948,BTC 22U20000C,BTC 22U,2022-10-03,20000.0,1,4,0.010958904109589041,19405.0,19698.6,90.0,1445.0,0,0.336003,0.20009935101020548,0.0004102343860025789,568.8131608960706,-23.884283935867195,0.03020150873312135,0.4386688818229861,0.4444444444444444,0.4444444444444444,0,1296.250830543404,14.402787006037821,14.402787006037821
