date,pos,neu,neg
2023-07-16,0.14306216680337716,0.854678355429704,0.0022594513000220623
2023-07-17,0.07290809984073121,0.7383485119743689,0.18874337378154138
2023-07-18,0.0001057283049026303,0.40903770460136,0.5908565789078466
2023-07-19,0.24026822269988557,0.6635711593472253,0.09616060531915052
2023-07-20,0.00011823697235411958,0.8507952435549149,0.14908650563131282
2023-07-21,0.0005775018562038289,0.7839423964420954,0.21548011046252213
2023-07-23,3.3467734207685375e-05,0.9989139040311178,0.0010526357194369969
2023-07-24,0.001291441218386678,0.8887301853724888,0.10997837304692634
2023-07-25,0.10227836754729612,0.7025678875162901,0.19515374052387166
2023-07-26,0.043387386892893474,0.9302724512184367,0.026340164388838114
2023-07-27,0.042356360345290035,0.7353232838213444,0.2223203058783838
2023-07-28,0.00020045146603801337,0.7779762219681933,0.22182331852726142
2023-07-29,5.2972600315115415e-06,0.9984241724014282,0.0015704929828643799
2023-07-30,0.00015433674070663983,0.9741626262664795,0.025682977641372416
2023-07-31,0.2153996021688944,0.697969478335889,0.08663091711685625
2023-08-01,0.010763487325488838,0.5783842498973868,0.4108522718772379
2023-08-02,0.08258267723555589,0.7443710105590301,0.1730463156707501
2023-08-03,0.07523911988333935,0.7037727448235664,0.2209881406145467
2023-08-04,0.05076841201581026,0.6637628983257028,0.2854687045605715
2023-08-06,0.21955620885563576,0.5205884370952845,0.259855364317616
2023-08-07,0.3014188952240339,0.6149915682616564,0.08358952976870662
2023-08-08,0.06673794468224988,0.799936997493569,0.13332505236884248
2023-08-09,0.0051907147027549175,0.9135392562509992,0.08127002347282541
2023-08-10,0.14729416514392568,0.6114086649275379,0.24129718949021128
2023-08-11,0.06231673348477074,0.6650651708836309,0.27261809591478736
2023-08-12,0.0008365850080735981,0.7773265242576599,0.2218368649482727
2023-08-13,5.781496952295129e-07,0.9999951124191284,4.304878530092537e-06
2023-08-14,0.12994563866567105,0.7038106171614624,0.16624373352396632
2023-08-15,0.004603801662571843,0.8202973467608293,0.17509884594954883
2023-08-16,0.06328973851145747,0.8738209141977222,0.06288933688337295
2023-08-17,0.21606958102889604,0.5837222872056478,0.20020818326297882
2023-08-18,0.0013684545792013328,0.6660964193620852,0.332535144847863
2023-08-20,0.003868643946020711,0.9960963428020477,3.505736253828218e-05
2023-08-21,0.1135283005185812,0.8793404176831245,0.007131251727514609
2023-08-22,0.12773212898974529,0.7397827584029395,0.13248510001925323
2023-08-23,0.000324789043317095,0.570348085675505,0.4293270965382463
2023-08-24,0.03923682038125013,0.7245996477348464,0.23616349736559122
2023-08-25,0.0009669142265920528,0.7905839470680803,0.20844915765046607
2023-08-27,0.002653668634593487,0.9714042544364929,0.025942111387848854
2023-08-28,0.16429414244851395,0.8351919741059343,0.0005138575052114902
2023-08-29,0.22125168076939344,0.5903288503404543,0.18841945798251808
2023-08-30,0.18882357673146544,0.4242588536382755,0.3869175513854657
2023-08-31,0.08334294536295772,0.6661439770777396,0.25051304845600814
2023-09-01,6.540356783564978e-06,0.6675054649822414,0.3324879508606197
