optionsymbol,exchange,date,futuresymbol,optionroot,expiration,securityid,strike,strikemultiplier,callput,futureexchange,futuresettlementprice,settlementprice,bid,offer,closeprice,volume,openinterest,lasttradedate,impliedvolatility,delta,vega,theta,gamma,rho,drho,optionid,exercisestyle,dte
P5D 23M29000C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,29000.0,1.0,C,CMG,30550.0,1507.09,-99.99,-99.99,1507.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745323,E,0
P5D 23M30000C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,30000.0,1.0,C,CMG,30550.0,507.09,275.0,350.0,507.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745325,E,0
P5D 23M31000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,31000.0,1.0,P,CMG,30550.0,492.91,-99.99,-99.99,492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745328,E,0
P5D 23M32000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,32000.0,1.0,P,CMG,30550.0,1492.91,-99.99,-99.99,1492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745330,E,0
P5D 23M33000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,33000.0,1.0,P,CMG,30550.0,2492.91,-99.99,-99.99,2492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745332,E,0
P5D 23M34000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,34000.0,1.0,P,CMG,30550.0,3492.91,-99.99,-99.99,3492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745334,E,0
P5D 23M35000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,35000.0,1.0,P,CMG,30550.0,4492.91,-99.99,-99.99,4492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745336,E,0
P5D 23M36000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,36000.0,1.0,P,CMG,30550.0,5492.91,-99.99,-99.99,5492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745338,E,0
P5D 23M37000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,37000.0,1.0,P,CMG,30550.0,6492.91,-99.99,-99.99,6492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745340,E,0
P5D 23M38000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,38000.0,1.0,P,CMG,30550.0,7492.91,-99.99,-99.99,7492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745342,E,0
P5D 23M39000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,39000.0,1.0,P,CMG,30550.0,8492.91,-99.99,-99.99,8492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745344,E,0
P5D 23M40000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,40000.0,1.0,P,CMG,30550.0,9492.91,-99.99,-99.99,9492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745346,E,0
P5D 23M41000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,41000.0,1.0,P,CMG,30550.0,10492.91,-99.99,-99.99,10492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745348,E,0
P5D 23M42000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,42000.0,1.0,P,CMG,30550.0,11492.91,-99.99,-99.99,11492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745350,E,0
P5D 23M43000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,43000.0,1.0,P,CMG,30550.0,12492.91,-99.99,-99.99,12492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745352,E,0
P5D 23M44000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,44000.0,1.0,P,CMG,30550.0,13492.91,-99.99,-99.99,13492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745354,E,0
P5D 23M45000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,45000.0,1.0,P,CMG,30550.0,14492.91,-99.99,-99.99,14492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745356,E,0
P5D 23M46000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,46000.0,1.0,P,CMG,30550.0,15492.91,-99.99,-99.99,15492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745358,E,0
P5D 23M47000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,47000.0,1.0,P,CMG,30550.0,16492.91,-99.99,-99.99,16492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745360,E,0
P5D 23M48000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,48000.0,1.0,P,CMG,30550.0,17492.91,-99.99,-99.99,17492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745362,E,0
P5D 23M49000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,49000.0,1.0,P,CMG,30550.0,18492.91,-99.99,-99.99,18492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745364,E,0
P5D 23M50000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,50000.0,1.0,P,CMG,30550.0,19492.91,-99.99,-99.99,19492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745366,E,0
P5D 23M5000C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,5000.0,1.0,C,CMG,30550.0,25507.09,-99.99,-99.99,25507.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745367,E,0
P5D 23M55000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,55000.0,1.0,P,CMG,30550.0,24492.91,-99.99,-99.99,24492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745370,E,0
P5D 23M60000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,60000.0,1.0,P,CMG,30550.0,29492.91,-99.99,-99.99,29492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745372,E,0
P5D 23M65000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,65000.0,1.0,P,CMG,30550.0,34492.91,-99.99,-99.99,34492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745374,E,0
P5D 23M70000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,70000.0,1.0,P,CMG,30550.0,39492.91,-99.99,-99.99,39492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745376,E,0
P5D 23M75000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,75000.0,1.0,P,CMG,30550.0,44492.91,-99.99,-99.99,44492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745378,E,0
P5D 23M80000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,80000.0,1.0,P,CMG,30550.0,49492.91,-99.99,-99.99,49492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745380,E,0
P5D 23M85000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,85000.0,1.0,P,CMG,30550.0,54492.91,-99.99,-99.99,54492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745382,E,0
P5D 23M90000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,90000.0,1.0,P,CMG,30550.0,59492.91,-99.99,-99.99,59492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745384,E,0
P5D 23M95000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,95000.0,1.0,P,CMG,30550.0,64492.91,-99.99,-99.99,64492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745386,E,0
P5D 23M51000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,51000.0,1.0,P,CMG,30550.0,20492.91,-99.99,-99.99,20492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752431,E,0
P5D 23M52000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,52000.0,1.0,P,CMG,30550.0,21492.91,-99.99,-99.99,21492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752433,E,0
P5D 23M29500C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,29500.0,1.0,C,CMG,30550.0,1007.09,-99.99,-99.99,1007.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766380,E,0
P5D 23M29750C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,29750.0,1.0,C,CMG,30550.0,757.09,-99.99,-99.99,757.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766382,E,0
P5D 23M30250C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,30250.0,1.0,C,CMG,30550.0,257.09,-99.99,-99.99,257.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766384,E,0
P5D 23M30500C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,30500.0,1.0,C,CMG,30550.0,7.09,-99.99,-99.99,7.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766386,E,0
P5D 23M30750P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,30750.0,1.0,P,CMG,30550.0,242.91,-99.99,-99.99,242.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766389,E,0
P5D 23M31250P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,31250.0,1.0,P,CMG,30550.0,742.91,-99.99,-99.99,742.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766391,E,0
P5D 23M31500P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,31500.0,1.0,P,CMG,30550.0,992.91,-99.99,-99.99,992.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766393,E,0
P5D 23M31750P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,31750.0,1.0,P,CMG,30550.0,1242.91,-99.99,-99.99,1242.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766395,E,0
P5D 23M32250P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,32250.0,1.0,P,CMG,30550.0,1742.91,-99.99,-99.99,1742.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766397,E,0
P5D 23M32500P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,32500.0,1.0,P,CMG,30550.0,1992.91,-99.99,-99.99,1992.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766399,E,0
P5D 23M32750P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,32750.0,1.0,P,CMG,30550.0,2242.91,-99.99,-99.99,2242.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766401,E,0
P5D 23M33250P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,33250.0,1.0,P,CMG,30550.0,2742.91,-99.99,-99.99,2742.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766403,E,0
P5D 23M33500P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,33500.0,1.0,P,CMG,30550.0,2992.91,-99.99,-99.99,2992.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766405,E,0
P5D 23M33750P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,33750.0,1.0,P,CMG,30550.0,3242.91,-99.99,-99.99,3242.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766407,E,0
P5D 23M34250P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,34250.0,1.0,P,CMG,30550.0,3742.91,-99.99,-99.99,3742.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766409,E,0
P5D 23M34500P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,34500.0,1.0,P,CMG,30550.0,3992.91,-99.99,-99.99,3992.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766411,E,0
P5D 23M34750P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,34750.0,1.0,P,CMG,30550.0,4242.91,-99.99,-99.99,4242.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766413,E,0
P5D 23M35250P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,35250.0,1.0,P,CMG,30550.0,4742.91,-99.99,-99.99,4742.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766415,E,0
P5D 23M35500P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,35500.0,1.0,P,CMG,30550.0,4992.91,-99.99,-99.99,4992.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766417,E,0
P5D 23M53000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,53000.0,1.0,P,CMG,30550.0,22492.91,-99.99,-99.99,22492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766419,E,0
P5D 23M54000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,54000.0,1.0,P,CMG,30550.0,23492.91,-99.99,-99.99,23492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766421,E,0
P5D 23M28750C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,28750.0,1.0,C,CMG,30550.0,1757.09,-99.99,-99.99,1757.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016772828,E,0
P5D 23M29250C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,29250.0,1.0,C,CMG,30550.0,1257.09,-99.99,-99.99,1257.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016772830,E,0
P5D 23M28500C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,28500.0,1.0,C,CMG,30550.0,2007.09,-99.99,-99.99,2007.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016785546,E,0
P1A 23N100000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,100000.0,1.0,C,CMG,30680.0,1.0,-99.99,-99.99,1.0,0,0,,3.704741,0.000404,4.056284,-914.124675,1.4e-07,0.093643,-99.99,2016756940,E,3
P1A 23N100000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,100000.0,1.0,P,CMG,30680.0,69290.0,-99.99,-99.99,69290.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016756941,E,3
P1A 23N10000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,10000.0,1.0,C,CMG,30680.0,20670.0,-99.99,-99.99,20670.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016756942,E,3
P1A 23N10000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,10000.0,1.0,P,CMG,30680.0,1.0,-99.99,-99.99,1.0,0,0,,3.830146,-0.000334,3.402657,-792.773553,1.1e-07,-0.092525,-99.99,2016756943,E,3
P1A 23N1000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,1000.0,1.0,C,CMG,30680.0,29670.0,-99.99,-99.99,29670.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016756944,E,3
P1A 23N1000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,1000.0,1.0,P,CMG,30680.0,1.0,-99.99,-99.99,1.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016756945,E,3
P1A 23N105000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,105000.0,1.0,C,CMG,30680.0,1.0,-99.99,-99.99,1.0,0,0,,3.841434,0.000391,3.939364,-920.531829,1.3e-07,0.090483,-99.99,2016756946,E,3
P1A 23N105000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,105000.0,1.0,P,CMG,30680.0,74290.0,-99.99,-99.99,74290.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016756947,E,3
P1A 23N110000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,110000.0,1.0,C,CMG,30680.0,1.0,-99.99,-99.99,1.0,0,0,,3.971129,0.00038,3.83538,-926.492556,1.2e-07,0.08768,-99.99,2016756948,E,3
P1A 23N110000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,110000.0,1.0,P,CMG,30680.0,79285.0,-99.99,-99.99,79285.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016756949,E,3
P1A 23N115000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,115000.0,1.0,C,CMG,30680.0,1.0,-99.99,-99.99,1.0,0,0,,4.094494,0.00037,3.742185,-932.062605,1.2e-07,0.085173,-99.99,2016756950,E,3
P1A 23N115000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,115000.0,1.0,P,CMG,30680.0,84285.0,-99.99,-99.99,84285.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016756951,E,3
P1A 23N120000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,120000.0,1.0,C,CMG,30680.0,1.0,-99.99,-99.99,1.0,0,0,,4.212104,0.000361,3.658079,-937.285428,1.1e-07,0.082915,-99.99,2016756952,E,3
P1A 23N120000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,120000.0,1.0,P,CMG,30680.0,89285.0,-99.99,-99.99,89285.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016756953,E,3
P1A 23N15000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,15000.0,1.0,C,CMG,30680.0,15675.0,-99.99,-99.99,15675.0,0,0,,2.508018,0.999056,5.447934,-90.125412,2.8e-07,123.090742,-99.99,2016756954,E,3
P1A 23N15000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,15000.0,1.0,P,CMG,30680.0,1.0,-99.99,-99.99,1.0,0,0,,2.490585,-0.000515,5.082279,-769.971653,2.6e-07,-0.138144,-99.99,2016756955,E,3
P1A 23N20000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,20000.0,1.0,C,CMG,30680.0,10675.0,-99.99,-99.99,10675.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016756956,E,3
P1A 23N20000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,20000.0,1.0,P,CMG,30680.0,1.0,-99.99,-99.99,1.0,0,0,,1.534119,-0.000827,7.86812,-734.249494,6.6e-07,-0.216848,-99.99,2016756957,E,3
P1A 23N24000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,24000.0,1.0,C,CMG,30680.0,6675.0,-99.99,-99.99,6675.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016756958,E,3
P1A 23N24000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,24000.0,1.0,P,CMG,30680.0,1.0,-99.99,-99.99,1.0,0,0,,0.915946,-0.001355,12.372646,-689.357341,1.75e-06,-0.35001,-99.99,2016756959,E,3
P1A 23N25000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,25000.0,1.0,C,CMG,30680.0,5680.0,-99.99,-99.99,5680.0,0,0,,0.835736,0.996541,25.984719,-1052.543472,4.02e-06,204.607223,-99.99,2016756960,E,3
P1A 23N25000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,25000.0,1.0,P,CMG,30680.0,1.0,-99.99,-99.99,1.0,0,0,,0.774742,-0.001588,14.298269,-673.83193,2.39e-06,-0.408716,-99.99,2016756961,E,3
P1A 23N26000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,26000.0,1.0,C,CMG,30680.0,4680.0,-99.99,-99.99,4680.0,0,0,,0.67558,0.996475,26.489881,-867.416903,5.07e-06,212.809665,-99.99,2016756962,E,3
P1A 23N26000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,26000.0,1.0,P,CMG,30680.0,2.0,-99.99,-99.99,2.0,0,0,,0.682202,-0.003393,28.42593,-1179.599366,5.39e-06,-0.871969,-99.99,2016756963,E,3
P1A 23N27000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,27000.0,1.0,C,CMG,30680.0,3685.0,-99.99,-99.99,3685.0,0,0,,0.620367,0.988891,78.764044,-2798.25737,1.641e-05,219.075371,-99.99,2016756964,E,3
P1A 23N27000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,27000.0,1.0,P,CMG,30680.0,5.0,-99.99,-99.99,5.0,0,0,,0.600634,-0.008802,66.295817,-2422.11616,1.427e-05,-2.260537,-99.99,2016756965,E,3
P1A 23N28000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,28000.0,1.0,C,CMG,30680.0,2695.0,-99.99,-99.99,2695.0,0,0,,0.533289,0.971862,177.365631,-5626.638628,4.299e-05,222.91823,-99.99,2016756966,E,3
P1A 23N28000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,28000.0,1.0,P,CMG,30680.0,14.0,-99.99,-99.99,14.0,0,0,,0.521301,-0.025122,163.217841,-5175.382979,4.047e-05,-6.450034,-99.99,2016756967,E,3
P1A 23N29000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,29000.0,1.0,C,CMG,30680.0,1725.0,-99.99,-99.99,1725.0,0,0,,0.447808,0.919993,411.973895,-11141.300747,0.000119,217.81144,-99.99,2016756968,E,3
P1A 23N29000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,29000.0,1.0,P,CMG,30680.0,45.0,-99.99,105.0,45.0,0,0,,0.446218,-0.078899,409.15502,-11104.366864,0.000119,-20.265493,-99.99,2016756969,E,3
P1A 23N30000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,30000.0,1.0,C,CMG,30680.0,840.0,-99.99,-99.99,840.0,0,0,,0.37787,0.748725,885.374207,-20312.456632,0.000303,181.897624,-99.99,2016756970,E,3
P1A 23N30000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,30000.0,1.0,P,CMG,30680.0,160.0,60.0,220.0,160.0,0,0,,0.377571,-0.250726,885.07478,-20321.653805,0.000303,-64.539335,-99.99,2016756971,E,3
P1A 23N31000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,31000.0,1.0,C,CMG,30680.0,290.0,195.0,380.0,290.0,0,0,,0.386746,0.390199,1067.037801,-25090.545922,0.000357,96.010661,-99.99,2016756972,E,3
P1A 23N31000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,31000.0,1.0,P,CMG,30680.0,610.0,480.0,695.0,610.0,0,0,,0.386863,-0.609377,1067.065842,-25083.639921,0.000357,-158.67676,-99.99,2016756973,E,3
P1A 23N32000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,32000.0,1.0,C,CMG,30680.0,110.0,25.0,180.0,110.0,0,0,,0.46478,0.163813,687.126673,-19422.691476,0.000191,40.403643,-99.99,2016756974,E,3
P1A 23N32000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,32000.0,1.0,P,CMG,30680.0,1430.0,-99.99,-99.99,1430.0,0,0,,0.465526,-0.835394,688.226288,-19422.597957,0.000191,-222.410137,-99.99,2016756975,E,3
P1A 23N33000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,33000.0,1.0,C,CMG,30680.0,65.0,-99.99,120.0,65.0,0,0,,0.584106,0.088457,445.861695,-15839.782581,9.867e-05,21.771519,-99.99,2016756976,E,3
P1A 23N33000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,33000.0,1.0,P,CMG,30680.0,2385.0,-99.99,-99.99,2385.0,0,0,,0.586121,-0.910378,448.769657,-15888.437307,9.897e-05,-249.16777,-99.99,2016756977,E,3
P1A 23N34000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,34000.0,1.0,C,CMG,30680.0,30.0,-99.99,-99.99,30.0,0,0,,0.645046,0.041998,249.334436,-9782.5362,4.996e-05,10.343838,-99.99,2016756978,E,3
P1A 23N34000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,34000.0,1.0,P,CMG,30680.0,3350.0,-99.99,-99.99,3350.0,0,0,,0.650156,-0.956339,255.432812,-9944.29069,5.078e-05,-268.688945,-99.99,2016756979,E,3
P1A 23N35000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,35000.0,1.0,C,CMG,30680.0,17.0,-99.99,-99.99,17.0,0,0,,0.718169,0.023244,152.902384,-6679.291375,2.752e-05,5.721497,-99.99,2016756980,E,3
P1A 23N35000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,35000.0,1.0,P,CMG,30680.0,4335.0,-99.99,-99.99,4335.0,0,0,,0.716053,-0.9767,151.061152,-6375.257964,2.727e-05,-281.919052,-99.99,2016756981,E,3
P1A 23N36000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,36000.0,1.0,C,CMG,30680.0,11.0,-99.99,-99.99,11.0,0,0,,0.794127,0.014435,101.909456,-4922.663763,1.659e-05,3.5497,-99.99,2016756982,E,3
P1A 23N36000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,36000.0,1.0,P,CMG,30680.0,5330.0,-99.99,-99.99,5330.0,0,0,,0.804273,-0.9841,108.409014,-5052.099674,1.742e-05,-291.96307,-99.99,2016756983,E,3
P1A 23N37000C,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,37000.0,1.0,C,CMG,30680.0,6.0,-99.99,-99.99,6.0,0,0,,0.843037,0.007919,60.419529,-3098.315584,9.26e-06,1.947483,-99.99,2016756984,E,3
P1A 23N37000P,CMG,2023-06-30,BTC 23N,P1A,2023-07-03,4005412,37000.0,1.0,P,CMG,30680.0,6325.0,-99.99,-99.99,6325.0,0,0,,0.865311,-0.990188,70.378449,-3405.675252,1.051e-05,-301.676504,-99.99,2016756985,E,3
