optionsymbol,exchange,date,futuresymbol,optionroot,expiration,securityid,strike,strikemultiplier,callput,futureexchange,futuresettlementprice,settlementprice,bid,offer,closeprice,volume,openinterest,lasttradedate,impliedvolatility,delta,vega,theta,gamma,rho,drho,optionid,exercisestyle,dte
P5D 23M70000C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,70000.0,1.0,C,CMG,30110.0,1.0,-99.99,23.0,1.0,0,0,,4.747129,0.000536,2.985731,-2586.644202,2.5e-07,0.041456,-99.99,2016745375,E,1
P5D 23M70000P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,70000.0,1.0,P,CMG,30110.0,39885.0,-99.99,-99.99,39885.0,0,0,,4.217277,-0.999768,0.641571,1388.159585,6e-08,-191.747961,-99.99,2016745376,E,1
P5D 23M75000C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,75000.0,1.0,C,CMG,30110.0,1.0,-99.99,23.0,1.0,0,0,,5.095208,0.000503,2.817894,-2620.243587,2.2e-07,0.038778,-99.99,2016745377,E,1
P5D 23M75000P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,75000.0,1.0,P,CMG,30110.0,44885.0,-99.99,-99.99,44885.0,0,0,,5.018753,-0.999456,2.354916,-39.052067,1.9e-07,-205.420883,-99.99,2016745378,E,1
P5D 23M80000C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,80000.0,1.0,C,CMG,30110.0,1.0,-99.99,23.0,1.0,0,0,,5.418081,0.000477,2.680188,-2650.122202,2e-07,0.036591,-99.99,2016745379,E,1
P5D 23M80000P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,80000.0,1.0,P,CMG,30110.0,49885.0,-99.99,-99.99,49885.0,0,0,,5.561338,-0.99921,3.622769,-1323.118527,2.6e-07,-219.099234,-99.99,2016745380,E,1
P5D 23M85000C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,85000.0,1.0,C,CMG,30110.0,1.0,-99.99,23.0,1.0,0,0,,5.719098,0.000455,2.564869,-2676.997916,1.8e-07,0.034768,-99.99,2016745381,E,1
P5D 23M85000P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,85000.0,1.0,P,CMG,30110.0,54880.0,-99.99,-99.99,54880.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745382,E,1
P5D 23M90000C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,90000.0,1.0,C,CMG,30110.0,1.0,-99.99,23.0,1.0,0,0,,6.00098,0.000436,2.466657,-2701.383563,1.7e-07,0.033221,-99.99,2016745383,E,1
P5D 23M90000P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,90000.0,1.0,P,CMG,30110.0,59880.0,-99.99,-99.99,59880.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745384,E,1
P5D 23M95000C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,95000.0,1.0,C,CMG,30110.0,1.0,-99.99,23.0,1.0,0,0,,6.265973,0.00042,2.381852,-2723.696298,1.5e-07,0.031889,-99.99,2016745385,E,1
P5D 23M95000P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,95000.0,1.0,P,CMG,30110.0,64880.0,-99.99,-99.99,64880.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745386,E,1
P4C 23M51000P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,51000.0,1.0,P,CMG,30110.0,20578.48,-99.99,-99.99,20578.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752387,E,0
P4C 23M52000P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,52000.0,1.0,P,CMG,30110.0,21578.48,-99.99,-99.99,21578.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752389,E,0
P5D 23M51000C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,51000.0,1.0,C,CMG,30110.0,1.0,-99.99,23.0,1.0,0,0,,3.104018,0.000783,4.236804,-2400.031595,5.5e-07,0.061834,-99.99,2016752430,E,1
P5D 23M51000P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,51000.0,1.0,P,CMG,30110.0,20885.0,-99.99,-99.99,20885.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752431,E,1
P5D 23M52000C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,52000.0,1.0,C,CMG,30110.0,1.0,-99.99,23.0,1.0,0,0,,3.207269,0.00076,4.123626,-2413.620836,5.2e-07,0.059963,-99.99,2016752432,E,1
P5D 23M52000P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,52000.0,1.0,P,CMG,30110.0,21885.0,-99.99,-99.99,21885.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016752433,E,1
P4C 23M29500C,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,29500.0,1.0,C,CMG,30110.0,921.52,-99.99,-99.99,921.52,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766338,E,0
P4C 23M29750C,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,29750.0,1.0,C,CMG,30110.0,671.52,-99.99,-99.99,671.52,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766340,E,0
P4C 23M30250C,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,30250.0,1.0,C,CMG,30110.0,171.52,-99.99,-99.99,171.52,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766342,E,0
P4C 23M30500P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,30500.0,1.0,P,CMG,30110.0,78.48,-99.99,-99.99,78.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766345,E,0
P4C 23M30750P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,30750.0,1.0,P,CMG,30110.0,328.48,-99.99,-99.99,328.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766347,E,0
P4C 23M31250P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,31250.0,1.0,P,CMG,30110.0,828.48,-99.99,-99.99,828.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766349,E,0
P4C 23M31500P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,31500.0,1.0,P,CMG,30110.0,1078.48,-99.99,-99.99,1078.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766351,E,0
P4C 23M31750P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,31750.0,1.0,P,CMG,30110.0,1328.48,-99.99,-99.99,1328.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766353,E,0
P4C 23M32250P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,32250.0,1.0,P,CMG,30110.0,1828.48,-99.99,-99.99,1828.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766355,E,0
P4C 23M32500P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,32500.0,1.0,P,CMG,30110.0,2078.48,-99.99,-99.99,2078.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766357,E,0
P4C 23M32750P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,32750.0,1.0,P,CMG,30110.0,2328.48,-99.99,-99.99,2328.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766359,E,0
P4C 23M33250P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,33250.0,1.0,P,CMG,30110.0,2828.48,-99.99,-99.99,2828.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766361,E,0
P4C 23M33500P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,33500.0,1.0,P,CMG,30110.0,3078.48,-99.99,-99.99,3078.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766363,E,0
P4C 23M33750P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,33750.0,1.0,P,CMG,30110.0,3328.48,-99.99,-99.99,3328.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766365,E,0
P4C 23M34250P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,34250.0,1.0,P,CMG,30110.0,3828.48,-99.99,-99.99,3828.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766367,E,0
P4C 23M34500P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,34500.0,1.0,P,CMG,30110.0,4078.48,-99.99,-99.99,4078.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766369,E,0
P4C 23M34750P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,34750.0,1.0,P,CMG,30110.0,4328.48,-99.99,-99.99,4328.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766371,E,0
P4C 23M35250P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,35250.0,1.0,P,CMG,30110.0,4828.48,-99.99,-99.99,4828.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766373,E,0
P4C 23M35500P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,35500.0,1.0,P,CMG,30110.0,5078.48,-99.99,-99.99,5078.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766375,E,0
P4C 23M53000P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,53000.0,1.0,P,CMG,30110.0,22578.48,-99.99,-99.99,22578.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766377,E,0
P4C 23M54000P,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,54000.0,1.0,P,CMG,30110.0,23578.48,-99.99,-99.99,23578.48,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766379,E,0
P5D 23M29500C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,29500.0,1.0,C,CMG,30110.0,710.0,-99.99,-99.99,710.0,0,0,,0.507239,0.783426,462.267144,-42759.114514,0.000367,62.682032,-99.99,2016766380,E,1
P5D 23M29500P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,29500.0,1.0,P,CMG,30110.0,100.0,25.0,85.0,100.0,0,0,,0.507069,-0.21637,462.174746,-42764.954704,0.000367,-18.123056,-99.99,2016766381,E,1
P5D 23M29750C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,29750.0,1.0,C,CMG,30110.0,515.0,-99.99,-99.99,515.0,0,0,,0.482416,0.687481,557.826464,-49087.260582,0.000466,55.301547,-99.99,2016766382,E,1
P5D 23M29750P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,29750.0,1.0,P,CMG,30110.0,155.0,75.0,135.0,155.0,0,0,,0.482333,-0.312361,557.804585,-49093.828276,0.000466,-26.192298,-99.99,2016766383,E,1
P5D 23M30250C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,30250.0,1.0,C,CMG,30110.0,235.0,155.0,220.0,235.0,0,0,,0.475799,0.43095,619.238592,-53759.511354,0.000524,34.906626,-99.99,2016766384,E,1
P5D 23M30250P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,30250.0,1.0,P,CMG,30110.0,375.0,-99.99,-99.99,375.0,0,0,,0.475829,-0.568915,619.239905,-53756.32231,0.000524,-47.959027,-99.99,2016766385,E,1
P5D 23M30500C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,30500.0,1.0,C,CMG,30110.0,160.0,85.0,145.0,160.0,0,0,,0.502002,0.316769,561.159135,-51403.286985,0.00045,25.692935,-99.99,2016766386,E,1
P5D 23M30500P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,30500.0,1.0,P,CMG,30110.0,550.0,-99.99,-99.99,550.0,0,0,,0.502092,-0.683069,561.183201,-51396.290444,0.00045,-57.855403,-99.99,2016766387,E,1
P5D 23M30750C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,30750.0,1.0,C,CMG,30110.0,115.0,40.0,95.0,115.0,0,0,,0.542201,0.233609,482.699086,-47758.502928,0.000358,18.956059,-99.99,2016766388,E,1
P5D 23M30750P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,30750.0,1.0,P,CMG,30110.0,755.0,-99.99,-99.99,755.0,0,0,,0.542373,-0.766189,482.782818,-47751.689687,0.000358,-65.273823,-99.99,2016766389,E,1
P5D 23M31250C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,31250.0,1.0,C,CMG,30110.0,55.0,2.0,50.0,55.0,0,0,,0.597122,0.120307,315.82572,-34414.418501,0.000213,9.773817,-99.99,2016766390,E,1
P5D 23M31250P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,31250.0,1.0,P,CMG,30110.0,1195.0,-99.99,-99.99,1195.0,0,0,,0.597588,-0.879375,316.174139,-34425.505325,0.000213,-75.81641,-99.99,2016766391,E,1
P5D 23M31500C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,31500.0,1.0,C,CMG,30110.0,40.0,-99.99,45.0,40.0,0,0,,0.630468,0.088325,252.370479,-29035.989397,0.000161,7.176597,-99.99,2016766392,E,1
P5D 23M31500P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,31500.0,1.0,P,CMG,30110.0,1430.0,-99.99,-99.99,1430.0,0,0,,0.63118,-0.911296,252.902503,-29064.443638,0.000161,-79.093486,-99.99,2016766393,E,1
P5D 23M31750C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,31750.0,1.0,C,CMG,30110.0,30.0,-99.99,35.0,30.0,0,0,,0.665641,0.066182,202.636221,-24614.712749,0.000123,5.377334,-99.99,2016766394,E,1
P5D 23M31750P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,31750.0,1.0,P,CMG,30110.0,1670.0,-99.99,-99.99,1670.0,0,0,,0.666685,-0.933379,203.372337,-24665.512187,0.000123,-81.572678,-99.99,2016766395,E,1
P5D 23M32250C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,32250.0,1.0,C,CMG,30110.0,16.0,-99.99,35.0,16.0,0,0,,0.721137,0.035914,124.379504,-16368.527948,6.944e-05,2.918851,-99.99,2016766396,E,1
P5D 23M32250P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,32250.0,1.0,P,CMG,30110.0,2155.0,-99.99,-99.99,2155.0,0,0,,0.715242,-0.965136,121.019832,-15695.233815,6.812e-05,-85.521192,-99.99,2016766397,E,1
P5D 23M32500C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,32500.0,1.0,C,CMG,30110.0,11.0,-99.99,30.0,11.0,0,0,,0.739116,0.025287,92.993388,-12543.239986,5.065e-05,2.055834,-99.99,2016766398,E,1
P5D 23M32500P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,32500.0,1.0,P,CMG,30110.0,2400.0,-99.99,-99.99,2400.0,0,0,,0.731534,-0.975779,89.292571,-11807.756271,4.914e-05,-87.070424,-99.99,2016766399,E,1
P5D 23M32750C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,32750.0,1.0,C,CMG,30110.0,7.0,-99.99,30.0,7.0,0,0,,0.748258,0.016736,65.560912,-8952.48245,3.527e-05,1.361443,-99.99,2016766400,E,1
P5D 23M32750P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,32750.0,1.0,P,CMG,30110.0,2645.0,-99.99,-99.99,2645.0,0,0,,0.720663,-0.986293,54.777975,-7079.651896,3.06e-05,-88.608953,-99.99,2016766401,E,1
P5D 23M33250C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,33250.0,1.0,C,CMG,30110.0,3.0,-99.99,30.0,3.0,0,0,,0.77373,0.007566,32.892277,-4644.433344,1.711e-05,0.615956,-99.99,2016766402,E,1
P5D 23M33250P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,33250.0,1.0,P,CMG,30110.0,3140.0,-99.99,-99.99,3140.0,0,0,,0.632556,-0.998427,7.425566,-709.059815,4.73e-06,-90.96615,-99.99,2016766403,E,1
P5D 23M33500C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,33500.0,1.0,C,CMG,30110.0,2.0,-99.99,30.0,2.0,0,0,,0.787992,0.005143,23.366541,-3360.214672,1.194e-05,0.418752,-99.99,2016766404,E,1
P5D 23M33500P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,33500.0,1.0,P,CMG,30110.0,3390.0,-99.99,-99.99,3390.0,0,0,,0.680327,-0.998421,7.453748,-765.500447,4.41e-06,-91.650586,-99.99,2016766405,E,1
P5D 23M33750C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,33750.0,1.0,C,CMG,30110.0,1.0,-99.99,30.0,1.0,0,0,,0.779547,0.002747,13.317938,-1894.659972,6.88e-06,0.223869,-99.99,2016766406,E,1
P5D 23M33750P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,33750.0,1.0,P,CMG,30110.0,3640.0,-99.99,-99.99,3640.0,0,0,,0.727744,-0.998415,7.481849,-821.938067,4.14e-06,-92.335024,-99.99,2016766407,E,1
P5D 23M34250C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,34250.0,1.0,C,CMG,30110.0,1.0,-99.99,30.0,1.0,0,0,,0.869277,0.002487,12.174183,-1931.303368,5.64e-06,0.202429,-99.99,2016766408,E,1
P5D 23M34250P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,34250.0,1.0,P,CMG,30110.0,4140.0,-99.99,-99.99,4140.0,0,0,,0.821536,-0.998403,7.537813,-934.80415,3.69e-06,-93.703902,-99.99,2016766409,E,1
P5D 23M34500C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,34500.0,1.0,C,CMG,30110.0,1.0,-99.99,30.0,1.0,0,0,,0.913307,0.002377,11.687698,-1948.042053,5.15e-06,0.193386,-99.99,2016766410,E,1
P5D 23M34500P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,34500.0,1.0,P,CMG,30110.0,4390.0,-99.99,-99.99,4390.0,0,0,,0.867922,-0.998397,7.565678,-991.23224,3.51e-06,-94.388344,-99.99,2016766411,E,1
P5D 23M34750C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,34750.0,1.0,C,CMG,30110.0,1.0,-99.99,30.0,1.0,0,0,,0.956811,0.002279,11.246981,-1963.878827,4.73e-06,0.185235,-99.99,2016766412,E,1
P5D 23M34750P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,34750.0,1.0,P,CMG,30110.0,4640.0,-99.99,-99.99,4640.0,0,0,,0.913974,-0.998391,7.593468,-1047.657311,3.34e-06,-95.072786,-99.99,2016766413,E,1
P5D 23M35250C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,35250.0,1.0,C,CMG,30110.0,1.0,-99.99,30.0,1.0,0,0,,1.042321,0.002108,10.478469,-1993.203967,4.05e-06,0.171115,-99.99,2016766414,E,1
P5D 23M35250P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,35250.0,1.0,P,CMG,30110.0,5140.0,-99.99,-99.99,5140.0,0,0,,1.005097,-0.99838,7.648811,-1160.494884,3.06e-06,-96.441674,-99.99,2016766415,E,1
P5D 23M35500C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,35500.0,1.0,C,CMG,30110.0,1.0,-99.99,25.0,1.0,0,0,,1.084361,0.002033,10.141129,-2006.841483,3.77e-06,0.164957,-99.99,2016766416,E,1
P5D 23M35500P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,35500.0,1.0,P,CMG,30110.0,5390.0,-99.99,-99.99,5390.0,0,0,,1.050176,-0.998374,7.676371,-1216.908073,2.94e-06,-97.126119,-99.99,2016766417,E,1
P5D 23M53000C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,53000.0,1.0,C,CMG,30110.0,1.0,-99.99,23.0,1.0,0,0,,3.308194,0.000739,4.01931,-2426.592111,4.9e-07,0.058244,-99.99,2016766418,E,1
P5D 23M53000P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,53000.0,1.0,P,CMG,30110.0,22885.0,-99.99,-99.99,22885.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766419,E,1
P5D 23M54000C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,54000.0,1.0,C,CMG,30110.0,1.0,-99.99,23.0,1.0,0,0,,3.406895,0.00072,3.922822,-2439.000373,4.6e-07,0.056657,-99.99,2016766420,E,1
P5D 23M54000P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,54000.0,1.0,P,CMG,30110.0,23885.0,-99.99,-99.99,23885.0,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016766421,E,1
P4C 23M28750C,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,28750.0,1.0,C,CMG,30110.0,1671.52,-99.99,-99.99,1671.52,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016772824,E,0
P4C 23M29250C,CMG,2023-06-28,BTC 23M,P4C,2023-06-28,4005412,29250.0,1.0,C,CMG,30110.0,1171.52,-99.99,-99.99,1171.52,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016772826,E,0
P5D 23M28750C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,28750.0,1.0,C,CMG,30110.0,1400.0,-99.99,-99.99,1400.0,0,0,,0.649972,0.915404,244.081666,-28886.869807,0.000151,71.678936,-99.99,2016772828,E,1
P5D 23M28750P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,28750.0,1.0,P,CMG,30110.0,40.0,-99.99,45.0,40.0,0,0,,0.649251,-0.084236,243.58171,-28859.685394,0.000151,-7.05851,-99.99,2016772829,E,1
P5D 23M29250C,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,29250.0,1.0,C,CMG,30110.0,930.0,-99.99,-99.99,930.0,0,0,,0.54955,0.84645,372.997341,-37365.09502,0.000273,67.278368,-99.99,2016772830,E,1
P5D 23M29250P,CMG,2023-06-28,BTC 23M,P5D,2023-06-29,4005412,29250.0,1.0,P,CMG,30110.0,70.0,8.0,60.0,70.0,0,0,,0.549252,-0.153293,372.791921,-37364.789055,0.000273,-12.837435,-99.99,2016772831,E,1
P5D 23M100000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,100000.0,1.0,P,CMG,30550.0,69492.91,-99.99,-99.99,69492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745290,E,0
P5D 23M10000C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,10000.0,1.0,C,CMG,30550.0,20507.09,-99.99,-99.99,20507.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745291,E,0
P5D 23M1000C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,1000.0,1.0,C,CMG,30550.0,29507.09,-99.99,-99.99,29507.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745293,E,0
P5D 23M105000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,105000.0,1.0,P,CMG,30550.0,74492.91,-99.99,-99.99,74492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745296,E,0
P5D 23M110000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,110000.0,1.0,P,CMG,30550.0,79492.91,-99.99,-99.99,79492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745298,E,0
P5D 23M115000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,115000.0,1.0,P,CMG,30550.0,84492.91,-99.99,-99.99,84492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745300,E,0
P5D 23M120000P,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,120000.0,1.0,P,CMG,30550.0,89492.91,-99.99,-99.99,89492.91,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745302,E,0
P5D 23M15000C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,15000.0,1.0,C,CMG,30550.0,15507.09,-99.99,-99.99,15507.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745303,E,0
P5D 23M20000C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,20000.0,1.0,C,CMG,30550.0,10507.09,-99.99,-99.99,10507.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745305,E,0
P5D 23M21000C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,21000.0,1.0,C,CMG,30550.0,9507.09,-99.99,-99.99,9507.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745307,E,0
P5D 23M22000C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,22000.0,1.0,C,CMG,30550.0,8507.09,-99.99,-99.99,8507.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745309,E,0
P5D 23M23000C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,23000.0,1.0,C,CMG,30550.0,7507.09,-99.99,-99.99,7507.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745311,E,0
P5D 23M24000C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,24000.0,1.0,C,CMG,30550.0,6507.09,-99.99,-99.99,6507.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745313,E,0
P5D 23M25000C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,25000.0,1.0,C,CMG,30550.0,5507.09,-99.99,-99.99,5507.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745315,E,0
P5D 23M26000C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,26000.0,1.0,C,CMG,30550.0,4507.09,-99.99,-99.99,4507.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745317,E,0
P5D 23M27000C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,27000.0,1.0,C,CMG,30550.0,3507.09,-99.99,-99.99,3507.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745319,E,0
P5D 23M28000C,CMG,2023-06-29,BTC 23M,P5D,2023-06-29,4005412,28000.0,1.0,C,CMG,30550.0,2507.09,-99.99,-99.99,2507.09,0,0,,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,2016745321,E,0
